empid,firstname,lastname,gender,email,dateofbirth,ageinyears,weightinkgs,yearofjoining,ssn,phoneno,city,zip,region,userid,password,stat
163351,Terrell,Sears,M,terrell.sears@yahoo.co.uk,4/27/1970,47.28,61,1997,704-18-7450,207-627-0029,Crouseville,4738,Northeast,tvsears,V:$hXVRF,Stop
898816,Edna,Riddle,F,edna.riddle@walmart.com,9/20/1960,56.89,48,2007,625-85-4062,209-221-5899,Calimesa,92320,West,eeriddle,Np#z[YX]la,Stop
641368,Lindsey,Griffin,M,lindsey.griffin@gmail.com,11/26/1978,38.7,53,2004,507-57-2384,252-283-7529,Winston Salem,27113,South,logriffin,V9*BiTjt~~o~8C,Stop
177982,Lorrie,Sears,F,lorrie.sears@gmail.com,10/27/1972,44.78,53,1998,672-48-1581,209-769-3945,Montara,94037,West,lgsears,V6@h%8.v9:~,Running
330889,Denver,Mays,M,denver.mays@charter.net,3/26/1969,48.37,77,2015,445-27-8040,262-586-8792,Merrill,54452,Midwest,dcmays,hdbiyorpHfj-o,Running
639474,Daisy,Giles,F,daisy.giles@yahoo.ca,10/30/1987,29.76,41,2017,575-99-4427,239-794-9867,Lutz,33548,South,digiles,3]1|e0aD2,Stop
911800,Esperanza,Wade,F,esperanza.wade@gmail.com,2/26/1970,47.45,46,2014,732-28-1105,252-531-1147,Ruffin,27326,South,eiwade,iGT5~brb,Running
222807,Janice,Berg,F,janice.berg@gmail.com,5/25/1958,59.22,57,1981,598-92-9018,216-667-7322,Bladensburg,43005,Midwest,jjberg,VTZ>W\hrd^FC{DQ,Running
516945,Helene,Gallegos,F,helene.gallegos@gmail.com,3/28/1989,28.35,60,2012,485-41-5575,405-378-0829,Hunter,74640,South,hmgallegos,9@c;NF7b&qhy&i,Stop
230829,Rosario,Tyson,F,rosario.tyson@gmail.com,6/25/1996,21.1,59,2017,125-98-7601,303-853-1375,Garcia,81134,West,rftyson,ELLkP]u4yN4o#ES,Running
133610,Teresa,Bowen,F,teresa.bowen@ibm.com,8/2/1986,31.01,59,2009,705-18-7923,201-412-7978,Allenhurst,7709,Northeast,txbowen,inBCB+wa/,Stop
791967,Janna,Joseph,F,janna.joseph@gmail.com,9/29/1981,35.85,58,2014,448-27-4658,207-865-3493,Durham,4222,Northeast,jjjoseph,Tp/|]MEOTE,Stop
772354,Erika,Myers,F,erika.myers@gmail.com,4/26/1975,42.28,41,2002,110-98-4746,240-285-1644,Walkersville,21793,South,eumyers,9Ccp8n\Kk8,Stop
909265,Mohamed,Fitzgerald,M,mohamed.fitzgerald@aol.com,3/24/1959,58.39,56,2013,444-27-5816,210-510-6554,Dallas,75356,South,mxfitzgerald,7^JnN51t,Stop
208763,Mohammad,Downs,M,mohammad.downs@gmail.com,11/28/1975,41.69,69,2013,407-73-2925,210-270-4781,Spur,79370,South,mfdowns,v-Y-V@*dvY.,Stop
679572,Felipe,Vance,M,felipe.vance@gmail.com,2/15/1962,55.48,74,1987,098-02-9248,316-740-9840,Chetopa,67336,Midwest,fivance,YTGJorIJs,Stop
992569,Rusty,Moran,M,rusty.moran@aol.com,3/29/1980,37.36,90,2004,574-61-2278,217-712-9247,Ferris,62336,Midwest,rkmoran,y^Y]oyX9Q,Running
821754,Kirsten,Wolf,F,kirsten.wolf@aol.com,4/5/1961,56.35,41,1985,703-18-9584,225-903-4040,Joyce,71440,South,ktwolf,vS|qHlhi,Running
751897,Mercedes,Glass,F,mercedes.glass@ntlworld.com,5/29/1964,53.2,52,1988,657-36-0722,209-575-0812,Fall River Mills,96028,West,mtglass,xVLyg;SzW,Running
208375,Kenya,Merrill,F,kenya.merrill@apple.com,3/1/1980,37.43,59,2006,082-02-4317,314-592-6247,House Springs,63051,Midwest,kamerrill,UUsuN4Nb:,Stop
931551,Laurence,Camacho,M,laurence.camacho@gmail.com,3/10/1989,28.4,51,2015,559-99-1925,215-993-4147,Norvelt,15674,Northeast,lycamacho,Y\x8B{:JqRd#,Stop
317525,Shirley,Potter,F,shirley.potter@yahoo.ca,1/31/1986,31.51,47,2013,332-11-2702,218-695-4963,Scandia,55073,Midwest,sqpotter,Y[yz0bOa:N}j*,Running
993099,Ricky,Snider,M,ricky.snider@gmail.com,6/29/1959,58.12,58,1981,066-02-5461,212-720-7830,Hector,14841,Northeast,rzsnider,E\GmUr?6?,Running
854776,Jerry,Jacobs,F,jerry.jacobs@gmail.com,7/28/1985,32.02,42,2014,042-15-7172,423-846-5095,Knoxville,37929,South,jxjacobs,r]TvrJvD,Stop
437878,Melva,Payne,F,melva.payne@bellsouth.net,3/12/1978,39.41,56,2000,691-18-9471,209-282-9349,Represa,95671,West,mupayne,I9N<MiDnXQl,Stop
350842,Josef,Lamb,M,josef.lamb@gmail.com,12/16/1973,43.64,85,2004,519-87-7241,205-274-2958,Creola,36525,South,jvlamb,JTo~uJqm&,Stop
125134,Ellen,Bird,F,ellen.bird@sbcglobal.net,3/1/1969,48.44,51,2002,353-08-5818,236-825-0094,Hurt,24563,South,elbird,QTB2XD#m,Running
651597,Lydia,Lindsey,F,lydia.lindsey@comcast.net,7/1/1972,45.1,55,2001,271-17-5906,701-553-1269,Crystal,58222,Midwest,lmlindsey,9WQ>0DZD,Running
801970,Becky,Bolton,F,becky.bolton@gmail.com,8/18/1972,44.97,40,2015,548-99-7738,217-563-0363,Bloomington,61710,Midwest,bhbolton,h+XYqm[rmfbph,Stop
217117,Edna,Petersen,F,edna.petersen@gmail.com,4/29/1958,59.29,55,2000,470-57-8559,231-452-4156,Allen Park,48102,Midwest,expetersen,XGs2MeU:4s~S8mt,Running
539548,Yong,Poole,M,yong.poole@sbcglobal.net,7/26/1982,35.03,50,2013,271-17-0003,216-633-4360,Holland,43528,Midwest,yvpoole,Vvlt9nX%?},Stop
479754,Shannon,Singleton,F,shannon.singleton@yahoo.co.in,1/27/1960,57.54,49,1987,188-86-4391,252-688-2150,Glenville,28736,South,svsingleton,A}cp8uO0MnSF!-#,Running
992197,Benny,Smith,M,benny.smith@gmail.com,9/22/1988,28.87,86,2013,153-23-1572,503-642-5195,Gold Hill,97525,West,bysmith,QD03?KE3x<dt,Stop
844571,Rhea,Faulkner,F,rhea.faulkner@charter.net,5/9/1968,49.25,47,1995,377-37-0296,319-869-7190,Rock Rapids,51246,Midwest,rxfaulkner,X-VJI]V]?PR\{~,Running
618339,Tracy,Sparks,M,tracy.sparks@hotmail.co.uk,6/7/1989,28.16,63,2011,170-86-0752,215-515-9885,Numidia,17858,Northeast,tgsparks,nYr6.ekiCh86{,Stop
804360,Wilburn,Atkins,M,wilburn.atkins@btinternet.com,11/25/1972,44.7,63,2013,594-99-7280,217-551-7621,Brussels,62013,Midwest,woatkins,z800Zh-Q[,Stop
335435,Frank,Larson,M,frank.larson@charter.net,2/15/1975,42.48,76,2001,757-12-2852,206-649-4354,Burbank,99323,West,fylarson,0vf.irAp#Oyqn,Running
308129,Barton,Mullen,M,barton.mullen@apple.com,6/30/1970,47.11,62,2004,708-18-9367,239-785-3194,Miami,33182,South,bumullen,1nDT+xxh,Running
192292,Max,Barrera,M,max.barrera@shell.com,8/19/1960,56.98,66,1999,454-99-0338,203-763-8430,Preston,6365,Northeast,mdbarrera,F3b!Y<Xmy}H,Stop
410844,Eliseo,Wilkerson,M,eliseo.wilkerson@hotmail.com,8/12/1982,34.98,74,2017,668-48-5007,215-668-0066,Wind Gap,18091,Northeast,eqwilkerson,6%j.u4F1ou@{Cv,Stop
530958,Lynne,Vinson,F,lynne.vinson@hotmail.com,3/30/1988,29.35,58,2012,196-84-5490,206-543-0849,South Colby,98384,West,lyvinson,SOc<trA>.ee+,Running
232194,Maude,Jackson,F,maude.jackson@sbcglobal.net,11/28/1965,51.7,50,2012,684-24-0976,339-890-5800,Westfield,1085,Northeast,mfjackson,S%\WX;|.MJb~2jG,Running
888196,Kathryn,Sargent,F,kathryn.sargent@aol.com,7/25/1984,33.03,49,2010,098-02-5561,603-698-4251,West Chesterfield,3466,Northeast,kusargent,jN^!yp3|z}?-T,Stop
696612,Dan,William,M,dan.william@gmail.com,4/22/1966,51.3,81,2014,230-99-8788,262-989-4367,Benoit,54816,Midwest,dawilliam,YuWS@*:xgOBH,Stop
775434,Tanisha,Lester,F,tanisha.lester@ibm.com,12/11/1977,39.65,47,2001,649-56-0430,219-605-0185,Osgood,47037,Midwest,talester,S16n|nFGY,Stop
860093,Kitty,Clay,F,kitty.clay@yahoo.ca,12/25/1970,46.62,41,2003,522-99-3601,480-397-1142,Flagstaff,86002,West,klclay,M;>Dk!xcmUEE7,Stop
476072,Kent,Jackson,M,kent.jackson@exxonmobil.com,11/5/1974,42.76,88,1996,414-99-2756,304-562-4105,Nitro,25143,South,kujackson,m&.96Ja?*n>Hn,Stop
407160,Ashlee,Gardner,F,ashlee.gardner@gmail.com,1/13/1965,52.57,52,2015,491-29-5620,210-690-7906,Corpus Christi,78412,South,aagardner,y&\^v9+;hF80<F,Stop
221262,Felecia,Sparks,F,felecia.sparks@gmail.com,11/21/1962,54.72,44,2007,148-23-0643,252-740-0372,Woodland,27897,South,fbsparks,M6xOH%m#t5Q,Running
790187,Horace,Rasmussen,M,horace.rasmussen@gmail.com,11/11/1958,58.75,67,2012,726-18-4007,262-943-7850,Jim Falls,54748,Midwest,hnrasmussen,rPHE>/;T%|TNE,Stop
771945,Rickie,Gilmore,M,rickie.gilmore@gmail.com,8/17/1962,54.98,71,1999,512-33-2786,212-327-7250,Mc Lean,13102,Northeast,rjgilmore,G;yLZT-~Qu,Running
372188,Maria,Chavez,F,maria.chavez@gmail.com,5/10/1986,31.24,42,2017,265-99-3283,215-871-0568,Karns City,16041,Northeast,mfchavez,N5&A*fuaUI8WKJ,Stop
657125,Michael,West,F,michael.west@aol.com,2/9/1972,45.5,56,1999,186-86-6135,423-682-1916,Cleveland,37320,South,mcwest,x!XWIn|Gh-P~#!g,Running
489761,Paula,Pacheco,F,paula.pacheco@rediffmail.com,11/15/1995,21.72,42,2017,522-99-2237,209-690-7059,Los Angeles,90055,West,ptpacheco,2OU\q$D/I,Running
651738,Rick,Sawyer,M,rick.sawyer@earthlink.net,3/9/1960,57.42,55,1993,335-11-6046,803-885-5446,Spartanburg,29307,South,rvsawyer,TEZts<&GjHRgR+e,Stop
463929,Ramiro,Rojas,M,ramiro.rojas@ntlworld.com,11/2/1984,32.76,70,2006,537-71-5334,339-358-4733,Newton Center,2459,Northeast,rnrojas,t310?+@og,Stop
521878,Benny,Stephenson,M,benny.stephenson@apple.com,7/4/1986,31.09,71,2015,466-99-8942,212-686-7826,Burke,12917,Northeast,bgstephenson,y|fRNR5QP*f,Stop
697802,Beryl,Nelson,F,beryl.nelson@gmail.com,3/2/1988,29.42,42,2010,176-86-6616,206-728-2403,Rockford,99030,West,bknelson,7;NirO~nsfI.j_,Running
842936,Bernice,Conrad,F,bernice.conrad@aol.com,5/29/1980,37.19,40,2002,650-62-7464,316-655-2948,Shawnee Mission,66225,Midwest,btconrad,jU3ULO]dYts,Stop
333260,Bud,Knowles,M,bud.knowles@hotmail.com,7/7/1959,58.1,63,2007,648-58-6115,215-600-5286,Trevorton,17881,Northeast,bmknowles,p!O!7ad[;b#,Stop
696218,Anita,Pratt,F,anita.pratt@gmail.com,5/17/1958,59.24,47,2001,378-37-8132,503-834-3610,Sutherlin,97479,West,aqpratt,TZW}/$g<Sl?ra+:,Stop
161109,Kareem,Fuentes,M,kareem.fuentes@hotmail.com,1/22/1974,43.54,69,2001,183-86-8752,202-469-0012,Washington,20099,South,krfuentes,Z#\J@]9|,Running
938475,Curtis,Hoover,M,curtis.hoover@gmail.com,4/28/1978,39.28,72,2011,031-92-1499,219-283-6516,Kingsford Heights,46346,Midwest,cvhoover,5~1?RwCBuUG<cR5,Running
368041,Tamika,Rosa,F,tamika.rosa@walmart.com,5/10/1973,44.25,46,2009,581-99-5749,262-973-9609,Milwaukee,53219,Midwest,twrosa,MUFGBz[-a3?xM,Running
738794,Carmelo,Scott,M,carmelo.scott@yahoo.co.uk,10/9/1986,30.82,61,2011,500-29-4804,210-233-7275,Dallas,75239,South,csscott,LI$vajpP\Vn-;8T,Stop
703738,Rebecca,Moon,F,rebecca.moon@rediffmail.com,8/6/1987,30,52,2015,574-61-8531,201-750-8519,Asbury,8802,Northeast,rwmoon,Wwc&A5n2vNho,Stop
188409,Pearlie,Bryant,F,pearlie.bryant@gmail.com,7/9/1987,30.07,49,2008,129-98-7137,203-936-5406,Hampton,6247,Northeast,pmbryant,1|OIYRgA+X@XhIX,Running
206997,Donovan,Russo,M,donovan.russo@hotmail.com,11/22/1977,39.71,69,2000,191-86-5137,228-878-7586,Jackson,39210,South,dprusso,V$#//HIzd{wbm,Stop
677871,Robt,Ramsey,M,robt.ramsey@comcast.net,3/24/1986,31.37,76,2009,366-39-7086,319-414-9330,Moscow,52760,Midwest,rrramsey,Cb7a@lqsv?JsZ/Z,Stop
963113,Lacy,Rowe,F,lacy.rowe@gmail.com,2/12/1961,56.49,42,1997,115-98-9122,231-335-9059,Jackson,49201,Midwest,lvrowe,BlnsD.I#D15CZ.3,Running
291577,Rosemary,Vaughn,F,rosemary.vaughn@aol.com,9/24/1983,33.87,53,2012,426-99-2901,212-410-1378,Scarsdale,10583,Northeast,rkvaughn,yJ+fAZ^.6*93A[,Stop
142501,Lon,Martin,M,lon.martin@hotmail.co.uk,8/5/1988,29,53,2011,759-12-0967,240-740-1598,Hyattsville,20788,South,lrmartin,7KTcQ;VwhQW7!,Stop
358556,Grace,Dejesus,F,grace.dejesus@yahoo.co.uk,1/25/1979,38.53,40,2000,705-18-5141,262-635-2782,Radisson,54867,Midwest,ghdejesus,XYM^F#6H,Stop
126137,Felix,Haynes,M,felix.haynes@aol.com,8/12/1978,38.99,87,2003,085-02-1977,218-652-4728,Bejou,56516,Midwest,fshaynes,u6xR}GCimEJj,Stop
409492,Beatriz,Pugh,F,beatriz.pugh@aol.com,4/12/1982,35.32,48,2011,455-99-1842,229-386-6446,Tiger,30576,South,blpugh,e2WpP%Ix7{F2,Stop
967793,Louisa,Wallace,F,louisa.wallace@shaw.ca,6/11/1987,30.15,52,2009,350-08-0701,216-265-3694,Short Creek,43989,Midwest,lnwallace,0nwGO@nQ,Stop
790017,Aubrey,Myers,M,aubrey.myers@hotmail.com,12/27/1958,58.62,57,2005,431-99-6161,803-831-6551,Summerville,29484,South,aamyers,qJ\eMQoCp]Si#:/,Stop
998638,Reyna,Mccoy,F,reyna.mccoy@hotmail.com,5/22/1983,34.21,42,2016,540-83-1826,480-932-3895,Peridot,85542,West,rymccoy,zW&;LM0r,Running
402452,Rusty,Fletcher,M,rusty.fletcher@gmail.com,8/9/1979,37.99,51,2013,582-99-6542,701-340-7308,Churchs Ferry,58325,Midwest,rufletcher,O7.idHXE,Running
490868,Houston,Morris,M,houston.morris@verizon.net,5/19/1981,36.22,83,2012,032-92-7588,201-697-7484,Teterboro,7699,Northeast,hrmorris,5_6LOgbm,Stop
381597,Edwardo,Stone,M,edwardo.stone@gmail.com,7/5/1988,29.08,60,2016,413-99-9368,212-584-3136,East Homer,13056,Northeast,ecstone,P]]Tw^!Qd&,Stop
852587,Clifton,Langley,M,clifton.langley@verizon.net,6/7/1992,25.16,53,2017,256-99-1681,202-316-2397,Washington,20053,South,chlangley,j>Iinsw3Iidx@,Running
732315,Amparo,Campos,F,amparo.campos@gmail.com,10/4/1972,44.84,47,2016,481-41-4117,209-768-6733,Oceanside,92054,West,aicampos,J1xW^Ug%$.,Running
937260,Martha,Schmidt,F,martha.schmidt@aol.com,11/2/1982,34.76,55,2009,696-16-5657,209-973-9124,San Juan Capistrano,92693,West,moschmidt,tj_H\o{!3,Running
290034,Charmaine,Hawkins,F,charmaine.hawkins@yahoo.com,8/7/1984,32.99,50,2012,472-57-1020,225-940-9915,Choudrant,71227,South,cdhawkins,SA8d0XJ1ci0,Running
273325,Jayne,Thomas,F,jayne.thomas@hotmail.com,1/9/1960,57.59,50,1981,555-99-7837,216-368-2545,Salineville,43945,Midwest,jlthomas,R16jqx$l9ljEy}b,Running
809726,Bryce,Cox,M,bryce.cox@gmail.com,11/20/1978,38.71,58,2004,672-48-1213,217-894-6093,Cerro Gordo,61818,Midwest,bicox,bDUH85@uY+K,Stop
575035,Beatrice,Lawson,F,beatrice.lawson@hotmail.com,3/26/1990,27.36,52,2017,095-02-4716,270-461-8555,Louisville,40255,South,bmlawson,IGwQFTD+xL,Running
211129,Alphonse,Torres,M,alphonse.torres@btinternet.com,1/7/1972,45.59,72,2002,096-02-9399,215-803-0126,Portland,18351,Northeast,axtorres,Z>sW^}>2,Stop
673451,Rae,Peck,F,rae.peck@gmail.com,1/23/1992,25.53,43,2016,765-27-4869,314-763-8976,Saint Louis,63137,Midwest,rrpeck,BdM1o&-1vR,Stop
230226,Dona,Maxwell,F,dona.maxwell@gmail.com,10/9/1976,40.83,58,2014,212-91-9003,304-526-9538,Shanks,26761,South,dfmaxwell,G}n5gucO,Stop
673126,David,Meyer,M,david.meyer@shaw.ca,6/27/1968,49.12,86,2001,414-99-5357,216-291-3285,Pickerington,43147,Midwest,ddmeyer,5jfZ/UWcqLpT+,Running
615857,Clara,Harrington,F,clara.harrington@gmail.com,11/15/1985,31.72,43,2006,006-11-9826,218-354-2011,Minneapolis,55428,Midwest,chharrington,qGAmM|vBmLR\sM,Running
251151,Harlan,Vaughan,M,harlan.vaughan@bp.com,10/29/1975,41.78,61,1999,403-73-0634,209-424-3616,Salinas,93915,West,hvvaughan,k/SB>tu#kbbeCh\,Stop
232585,Wanda,Lester,F,wanda.lester@gmail.com,4/15/1965,52.32,54,1995,507-57-8199,503-961-0382,Albany,97321,West,wxlester,Z~/vC>ht,Running
237448,Keri,Buchanan,F,keri.buchanan@hotmail.co.uk,6/16/1985,32.14,48,2009,690-22-3952,210-243-9758,Hamshire,77622,South,kybuchanan,QDuDCIv|8;0,Running
764254,Wilfred,Charles,M,wilfred.charles@btinternet.com,3/13/1974,43.41,67,2017,601-99-9648,339-753-7642,East Dennis,2641,Northeast,wrcharles,4S:}[o9f,Running
837427,Lynn,Howe,M,lynn.howe@gmail.com,3/19/1989,28.38,57,2015,097-02-1269,217-992-4159,Neoga,62447,Midwest,lmhowe,w3|t0o;L#[:UUF,Stop
934912,Faye,Mercer,F,faye.mercer@yahoo.com,11/25/1982,34.7,49,2005,014-94-4040,219-520-1944,Rome City,46784,Midwest,fymercer,z99N1-/QVs-q\$,Running
747004,Bennie,Melendez,M,bennie.melendez@yahoo.com,7/23/1958,59.05,53,1987,596-94-7653,319-520-6921,Luther,50152,Midwest,bdmelendez,jZSpBr4su7,Stop
497086,Scotty,Ellis,M,scotty.ellis@hotmail.com,4/25/1973,44.29,77,1994,457-99-3245,210-485-1590,Austin,78713,South,shellis,XY1Ac-[mb60{Q,Stop
743314,Grady,Herman,M,grady.herman@yahoo.ca,6/10/1969,48.16,70,1990,683-24-6192,270-734-0802,South Carrollton,42374,South,gjherman,Gk1%ucglaqJ-,Stop
570767,Eula,Aguirre,F,eula.aguirre@exxonmobil.com,3/28/1971,46.37,41,2002,271-17-1294,308-952-0044,Holstein,68950,Midwest,elaguirre,vUc}$89>+HnhS,Stop
445556,Nita,Adams,F,nita.adams@hotmail.com,2/2/1986,31.5,45,2009,441-29-9396,303-350-6217,Laporte,80535,West,nqadams,NZFI9wc181AiUI,Stop
471961,Zachery,Harvey,M,zachery.harvey@walmart.com,6/13/1971,46.16,67,2005,117-98-7029,319-759-0924,Fort Madison,52627,Midwest,zdharvey,6&3|A$&7r,Running
273769,Scot,Faulkner,M,scot.faulkner@bp.com,5/22/1966,51.22,56,2001,226-99-3106,215-941-6239,Watsontown,17777,Northeast,scfaulkner,e70iRX&IO,Stop
280832,Mia,Joseph,F,mia.joseph@hotmail.co.uk,6/20/1989,28.12,54,2017,638-29-9264,480-327-3003,Show Low,85902,West,msjoseph,YZn8Ve|;V-,Stop
411066,Hung,Herman,M,hung.herman@gmail.com,12/13/1976,40.65,66,2014,426-99-2897,252-987-1594,Sanford,27330,South,hmherman,pP++>6+Hx,Stop
843879,Genevieve,Bradshaw,F,genevieve.bradshaw@gmail.com,3/4/1967,50.44,51,1990,578-53-4441,339-210-5214,Greenfield,1301,Northeast,gvbradshaw,ly;>wRiU|ll_82-,Stop
352677,Alec,Brown,M,alec.brown@cox.net,3/17/1967,50.4,58,2006,110-98-2990,209-427-5666,Kings Beach,96143,West,agbrown,2u/Y$%r3,Running
237902,Pasquale,Knight,M,pasquale.knight@yahoo.co.uk,12/15/1960,56.65,82,1992,523-99-6783,228-544-1642,Reform,39757,South,pnknight,Co@iyA81C9t,Running
180696,Sheri,Whitley,F,sheri.whitley@bp.com,12/6/1981,35.67,45,2012,616-87-7652,319-609-9495,Cedar Rapids,52408,Midwest,slwhitley,E-&ISh:Xe,Running
168016,Mauro,Marshall,M,mauro.marshall@gmail.com,11/23/1988,28.7,51,2010,250-99-0956,252-499-6531,Charlotte,28234,South,mdmarshall,2oz^G0T?iym,Running
481176,Cristina,Grimes,F,cristina.grimes@yahoo.com,10/7/1993,23.82,42,2015,429-99-5107,236-636-6778,Virginia Beach,23461,South,ckgrimes,Y?[X{UlU.G,Stop
438561,Raul,Frost,M,raul.frost@hotmail.com,7/28/1965,52.04,52,2009,188-86-7216,206-925-9280,Veradale,99037,West,rmfrost,Tk8QN%#]kZ{g.eb,Running
709146,Amparo,Dixon,F,amparo.dixon@charter.net,5/11/1979,38.24,57,2014,229-99-3940,314-820-8867,Pierce City,65723,Midwest,ardixon,ZSU-P-WS>T}02kG,Running
746945,Efrain,Carney,M,efrain.carney@yahoo.com,6/17/1958,59.15,62,2014,274-17-9077,314-609-9445,Saint Louis,63150,Midwest,edcarney,zw_{U?!O,Stop
473773,Stacey,Workman,M,stacey.workman@gmail.com,3/26/1966,51.38,67,1994,055-02-2002,262-932-9771,Thorp,54771,Midwest,soworkman,1COI?SzgUs1bs,Stop
828174,Leon,Mcgowan,M,leon.mcgowan@hotmail.com,5/11/1986,31.24,67,2007,693-16-3458,218-817-1739,Meadowlands,55765,Midwest,ltmcgowan,O]/a4w/#U6>g_Zn,Stop
438094,Vonda,Johns,F,vonda.johns@aol.com,7/9/1972,45.08,47,2006,599-92-7819,209-248-1156,Oakland,94623,West,vzjohns,q-FwHT%1,Stop
866744,Jorge,Wright,M,jorge.wright@cox.net,6/14/1983,34.15,84,2016,715-18-3343,479-250-1028,Wilmar,71675,South,jhwright,t>Fso-F8,Stop
638900,Brandy,Bean,F,brandy.bean@ntlworld.com,5/20/1995,22.21,41,2016,361-08-4499,385-706-7340,Sunnyside,84539,West,bbbean,60o!X\YCQrn,Running
759226,Lakeisha,Bowman,F,lakeisha.bowman@hotmail.com,12/30/1967,49.61,42,1989,167-86-2936,239-492-7337,Vanderbilt Beach,34107,South,lsbowman,8x4Z%?#1g[$Cc{Z,Stop
476750,Ernestine,Lambert,F,ernestine.lambert@msn.com,3/13/1970,47.41,48,2009,704-18-6132,210-747-0304,Wayside,79094,South,eclambert,hPdMl:gxm,Stop
588664,Julius,Gardner,M,julius.gardner@btinternet.com,12/2/1986,30.67,71,2012,578-53-5318,229-458-0848,Meigs,31765,South,jhgardner,Om-D3@I-dS6|,Running
403910,Naomi,Jacobs,F,naomi.jacobs@hotmail.com,5/14/1973,44.24,43,2000,759-12-6705,252-575-4680,Greensboro,27402,South,nijacobs,6+&0-<m5Pd&,Running
449655,Sydney,Frederick,M,sydney.frederick@bellsouth.net,3/7/1992,25.41,71,2016,580-41-2607,405-448-6896,Bray,73012,South,sifrederick,Gq9xr<pn,Running
226863,Clifton,Tyson,M,clifton.tyson@gmail.com,2/23/1967,50.46,77,1993,148-23-1501,212-696-2759,New York City,10257,Northeast,cetyson,SSxQYQ;N*<E?N^j,Stop
651910,Consuelo,Hamilton,F,consuelo.hamilton@gmail.com,9/29/1960,56.87,47,2006,080-02-8603,219-392-0976,Fortville,46040,Midwest,cjhamilton,Y;Br?&vT*y4?$t,Stop
717861,Aldo,Jarvis,M,aldo.jarvis@aol.com,12/14/1982,34.64,54,2008,074-02-1008,212-379-9486,Chemung,14825,Northeast,aejarvis,AZ%.z8VOq$EK,Running
885624,Deidre,Anthony,F,deidre.anthony@yahoo.co.uk,4/28/1985,32.27,47,2014,198-84-3960,219-606-3736,Napoleon,47034,Midwest,dmanthony,Y$4;!kP5Wb.,Stop
341048,Maura,Delaney,F,maura.delaney@yahoo.com,8/17/1963,53.98,43,1999,673-48-7327,308-798-7465,Columbus,68602,Midwest,mtdelaney,GWmDhxiLp,Running
709748,Claudine,Landry,F,claudine.landry@cox.net,2/7/1985,32.49,54,2016,631-31-3828,231-837-5983,Nottawa,49075,Midwest,cxlandry,IQ^1BTs2,Stop
454287,Silvia,Ortega,F,silvia.ortega@hotmail.com,3/25/1966,51.38,50,2001,516-49-3077,212-885-1954,Islip Terrace,11752,Northeast,shortega,mq]3*oceoOdU,Stop
390973,Gilda,Dillon,F,gilda.dillon@msn.com,11/17/1971,45.73,52,1998,374-37-8017,219-515-3678,Indianapolis,46221,Midwest,gndillon,hY3ia[D#mW,Stop
570009,Mai,Jennings,F,mai.jennings@gmail.com,11/4/1984,32.75,43,2007,149-23-2798,503-281-5868,Beatty,97621,West,mrjennings,vBt@r;63,Stop
454506,Cecilia,Dawson,F,cecilia.dawson@yahoo.com,2/19/1975,42.47,42,1999,324-11-3653,907-303-2939,Fort Wainwright,99703,West,cydawson,R@QI>X+|9F,Running
147313,Wilburn,Rowe,M,wilburn.rowe@yahoo.com,12/13/1977,39.65,58,2015,731-28-6861,207-983-4779,North Turner,4266,Northeast,wurowe,VsHeG4R4jmq,Running
307771,Delbert,Cooley,M,delbert.cooley@shell.com,11/27/1976,40.69,65,2016,271-17-0330,209-346-5040,Palm Desert,92261,West,dicooley,km-zczR0gT,Running
498653,Vincent,Case,M,vincent.case@yahoo.com,7/19/1983,34.05,55,2007,082-02-7876,423-599-1914,Charlotte,37036,South,vpcase,LPC?cGJU,Stop
964798,Orlando,Wilkerson,M,orlando.wilkerson@hotmail.com,4/5/1973,44.34,65,2009,715-18-7770,405-323-1414,Burlington,73722,South,omwilkerson,nMayMq#KD,Running
616656,Isiah,Hubbard,M,isiah.hubbard@hotmail.com,2/28/1971,46.44,66,2012,366-39-9593,212-290-3156,Crompond,10517,Northeast,iihubbard,attSqv@tnD&?mH,Running
232425,Jeanine,Ratliff,F,jeanine.ratliff@gmail.com,8/14/1967,49.99,43,2014,628-31-5980,252-696-8644,Greensboro,27403,South,jgratliff,v#v4$f{POOvX&i,Running
504422,Damien,Middleton,M,damien.middleton@bp.com,6/6/1976,41.17,86,1999,357-08-8311,314-530-2047,Gideon,63848,Midwest,dlmiddleton,n[f!?Z0d,Running
941632,Fern,Burris,F,fern.burris@aol.com,10/15/1973,43.81,52,2003,032-92-7904,208-659-3478,New Meadows,83654,West,fqburris,r6$594unV,Stop
925954,Katy,Glass,F,katy.glass@charter.net,8/9/1972,45,49,2006,113-98-6785,406-947-4781,Westby,59275,West,kgglass,Fg;REC\@:eU,Stop
585128,Nikki,Bean,F,nikki.bean@gmail.com,10/14/1989,27.81,54,2011,772-02-4583,240-689-7811,Suitland,20746,South,npbean,8R~F9nU7,Stop
271180,Norris,Alvarez,M,norris.alvarez@charter.net,8/29/1985,31.93,65,2011,001-11-0631,307-378-5213,Natrona,82646,West,nfalvarez,mkg$eHgX,Running
277858,Reinaldo,Eaton,M,reinaldo.eaton@gmail.com,5/20/1981,36.21,54,2009,733-26-2810,701-395-3702,Regent,58650,Midwest,rceaton,I:8/-F7XXc,Running
118882,Eddie,Irwin,M,eddie.irwin@hotmail.com,4/8/1985,32.33,88,2011,144-23-7230,252-819-9849,Four Oaks,27524,South,eairwin,k5CY{V/h0Q|?KJI,Running
